accession	agricola_id	altitude	base_count	bio_material	cell_line	cell_type	collected_by	collection_date	country	cultivar	culture_collection	dataclass	description	dev_stage	doi	doi_url	ecotype	environmental_sample	first_public	germline	haplotype	host	identified_by	isolate	isolation_source	keywords	lab_host	last_updated	location	mating_type	metagenome_source	mol_type	organelle	patent_number	plasmid	pubmed_id	pubmed_url	sample_accession	scientific_name	sequence_md5	sequence_version	serotype	serovar	sex	specimen_voucher	strain	study_accession	sub_species	sub_strain	submitted_sex	tax_division	tax_id	tissue_lib	tissue_type	topology	variety
BS000752			29812					2020-07-29	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner74/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner74/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	ec5ac3f049993778f1264bb855891c67	1										VRL	2697049			LINEAR	
BS000753			29782					2020-07-30	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner75/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner75/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	01b8e53c8f1aa7b3023368b472d60fd2	1										VRL	2697049			LINEAR	
BS000754			29812					2020-07-31	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner76/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner76/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	ed8c0f66fd3f61c101f5b81bcc2b4fed	1										VRL	2697049			LINEAR	
BS000755			29782					2020-08-01	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner77/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner77/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	64204f163d0239f3d3dc2a6c4733628d	1										VRL	2697049			LINEAR	
BS000756			29782					2020-08-01	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner78/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner78/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	14121f6fa5a8bb74a4432ca969548e94	1										VRL	2697049			LINEAR	
BS000757			29810					2020-08-03	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner79/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner79/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	ed4016db148812191339a9c618488631	1										VRL	2697049			LINEAR	
BS000758			29812					2020-08-03	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner80/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner80/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	c659dabea47a15f0b83d4eb5a30b10d9	1										VRL	2697049			LINEAR	
BS000759			29782					2020-08-03	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner81/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner81/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	9c25355788e364be1b6c9049a7998893	1										VRL	2697049			LINEAR	
BS000760			29782					2020-08-03	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner82/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner82/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	c6dbf0f8bfa65d88d131379ed5bc695c	1										VRL	2697049			LINEAR	
BS000761			29810					2020-08-04	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner83/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner83/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	970e785dfb03407da71ac62fb2b73d41	1										VRL	2697049			LINEAR	
BS000762			29782					2020-08-04	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner84/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner84/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	2f2b5d30eefc3f319c882ea63d9531a1	1										VRL	2697049			LINEAR	
BS000763			29782					2020-08-04	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner85/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner85/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	f7c53e7e263267e37aa47b98cd456b01	1										VRL	2697049			LINEAR	
BS000764			29782					2020-08-05	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner86/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner86/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	4e5caf52f1ec52a0940dfb6d6a3a1ccf	1										VRL	2697049			LINEAR	
BS000765			29782					2020-08-09	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner87/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner87/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	01b8e53c8f1aa7b3023368b472d60fd2	1										VRL	2697049			LINEAR	
BS000766			29782					2020-08-11	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner88/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner88/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e1fbd1fefd8c48a3a44e7ed45a09e4a9	1										VRL	2697049			LINEAR	
BS000767			29782					2020-08-16	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner89/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner89/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	78c5c9b3a38ce51d78bc62a0b480f89a	1										VRL	2697049			LINEAR	
BS000768			29782					2020-08-16	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner90/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner90/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	79f1205c57d9790e4f0375db8d4d7b35	1										VRL	2697049			LINEAR	
BS000769			29782					2020-08-17	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner91/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner91/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	b3e8bbcd9df2713a3e129586e1e23c3c	1										VRL	2697049			LINEAR	
BS000770			29782					2020-08-19	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner92/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner92/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	0790342c8fbe5d5f0355797d54a5c852	1										VRL	2697049			LINEAR	
BS000771			29782					2020-08-20	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner93/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner93/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	a4023b89cd995faa61706d502a66106f	1										VRL	2697049			LINEAR	
BS000772			29782					2020-08-25	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner94/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner94/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	b8b4f5f5d25c56759e3410c9c4055557	1										VRL	2697049			LINEAR	
BS000773			29782					2020-08-27	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner95/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner95/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	05adf4ce37b892803355dd6544e58722	1										VRL	2697049			LINEAR	
BS000774			29782					2020-11-01	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner96/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner96/2020	oropharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	064b71bc3edd58b44b728b0579a21fb3	1										VRL	2697049			LINEAR	
BS000775			29782					2020-10-12	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner97/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner97/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e68fc70ef2e3bdbc67130b7662e41ec1	1										VRL	2697049			LINEAR	
BS000776			29782					2020-10-12	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner98/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner98/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e68fc70ef2e3bdbc67130b7662e41ec1	1										VRL	2697049			LINEAR	
BS000777			29782					2020-10-12	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner99/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner99/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e68fc70ef2e3bdbc67130b7662e41ec1	1										VRL	2697049			LINEAR	
BS000778			29782					2020-10-12	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner100/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner100/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e68fc70ef2e3bdbc67130b7662e41ec1	1										VRL	2697049			LINEAR	
BS000779			29782					2020-10-12	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner101/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner101/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e68fc70ef2e3bdbc67130b7662e41ec1	1										VRL	2697049			LINEAR	
BS000780			29782					2020-10-12	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner102/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner102/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e68fc70ef2e3bdbc67130b7662e41ec1	1										VRL	2697049			LINEAR	
BS000781			29782					2020-10-19	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner103/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner103/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e68fc70ef2e3bdbc67130b7662e41ec1	1										VRL	2697049			LINEAR	
BS000782			29782					2020-10-27	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner104/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner104/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	b1db1c1cb6dad357ee5a5c50a8a61536	1										VRL	2697049			LINEAR	
BS000783			29782					2020-11-05	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner105/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner105/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	92f6fc0ba22c9f5394f443fee2ed3496	1										VRL	2697049			LINEAR	
BS000784			29782					2020-11-04	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner106/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner106/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	378808452377c2402268268a73a89f4c	1										VRL	2697049			LINEAR	
BS000785			29782					2020-11-18	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner108/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner108/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	8738ae0aa0637335682690e4f305fc6e	1										VRL	2697049			LINEAR	
BS000786			29782					2020-11-18	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner109/2020 RNA, nearly complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner109/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	28cc1c3e50206cda001e9d1876c852e0	1										VRL	2697049			LINEAR	
BS000787			29782					2020-11-14	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner110/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner110/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	8f72e841087d34ee4ff6606159542494	1										VRL	2697049			LINEAR	
BS000788			29782					2020-11-11	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner111/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner111/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	a34fa5830095b459d350219c2ed1bdc3	1										VRL	2697049			LINEAR	
BS000789			29782					2020-09-08	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner112/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner112/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	2f45ecd6eccae655efda2ffdd60b0e73	1										VRL	2697049			LINEAR	
BS000790			29782					2020-09-07	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner114/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner114/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	0d75cb5a1bb9dddcdfd7ca922bc99523	1										VRL	2697049			LINEAR	
BS000791			29782					2020-09-16	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner115/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner115/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	e6aac9713dcb9d48bfe05d1cf19f8abe	1										VRL	2697049			LINEAR	
BS000792			29782					2020-09-18	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner116/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner116/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	53e10d866b37651d23d360940b4e7f4c	1										VRL	2697049			LINEAR	
BS000793			29782					2020-09-15	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner117/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner117/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	52b4bfc06ef654f289581f5002220f08	1										VRL	2697049			LINEAR	
BS000794			29782					2020-09-23	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner118/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner118/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	99ef232053934e0dee96126b02b9d353	1										VRL	2697049			LINEAR	
BS000795			29782					2020-09-22	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner119/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner119/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	703c1b30aec00d0f5dfc5276a13e532d	1										VRL	2697049			LINEAR	
BS000796			29782					2020-09-29	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner120/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner120/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	1fccac2c639fb13730f6e8b7bfcf5170	1										VRL	2697049			LINEAR	
BS000797			29779					2020-10-07	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner121/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner121/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	187353c7be360c7407c9c19e492ea973	1										VRL	2697049			LINEAR	
BS000798			29779					2020-10-07	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner122/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner122/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	187353c7be360c7407c9c19e492ea973	1										VRL	2697049			LINEAR	
BS000799			29779					2020-10-08	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner123/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner123/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	187353c7be360c7407c9c19e492ea973	1										VRL	2697049			LINEAR	
BS000800			29782					2020-10-06	Japan:Kanto			STD	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/Donner124/2020 RNA, complete genome.					false	2021-06-02	false		Homo sapiens		hCoV-19/Japan/Donner124/2020	pharyngeal swab			2021-06-02				genomic RNA							Severe acute respiratory syndrome coronavirus 2	797d879247e5eac09f3aae769d5cb91a	1										VRL	2697049			LINEAR	
